,input_file_name,gene_symbol,gene_name,reference_database_id,reference_database_version,reference_accession,analysis_software_name,analysis_software_version,sequence_identity,input_sequence_id,input_protein_start,input_protein_stop,input_gene_start,input_gene_stop,reference_protein_start,reference_protein_stop,reference_gene_start,reference_gene_stop,strand_orientation,coverage_depth,coverage_percentage,coverage_ratio,reference_gene_length,reference_protein_length,input_gene_length,input_protein_length,drug_class,antimicrobial_agent,resistance_mechanism,AMR Gene Family,Drug Class,Resistance Mechanism,accession_source,accession,drug_class_card,drug_class_ham,True_Positive,drugclass_new,true_positive
75,combo_contig_fasta_out,erm(B),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),NCBI Reference Gene Database,db_v_1,WP_002321849.1,amrfinderplus,tool_v_1,99.59,NODE_710_length_4173_cov_64.692569,,,346.0,1080.0,,,,,+,,100.0,,,245.0,,245.0,macrolide,MACROLIDE,,,,,,,,MACROLIDE,False,macrolide,true_positive
77,combo_contig_fasta_out,farB,fatty acid resistance MFS efflux transporter permease subunit FarB,NCBI Reference Gene Database,db_v_1,AAD54074.1,amrfinderplus,tool_v_1,99.41,NODE_305_length_39639_cov_62.776147,,,24972.0,26492.0,,,,,-,,100.0,,,507.0,,507.0,antibacterialfreefattyacids,EFFLUX,,,,,,,antibacterial free fatty acids,EFFLUX,False,free fatty acids,unknown
84,combo_contig_fasta_out,fosA,FosA family fosfomycin resistance glutathione transferase,NCBI Reference Gene Database,db_v_1,WP_004146118.1,amrfinderplus,tool_v_1,99.28,NODE_118_length_98422_cov_63.725091,,,13948.0,14361.0,,,,,+,,99.28,,,139.0,,138.0,fosfomycin,FOSFOMYCIN,,,,,,,,FOSFOMYCIN,False,fosfomycin,unknown
85,combo_contig_fasta_out,fosA,FosA family fosfomycin resistance glutathione transferase,NCBI Reference Gene Database,db_v_1,WP_003082280.1,amrfinderplus,tool_v_1,100.0,NODE_6_length_515405_cov_63.312017,,,338119.0,338523.0,,,,,-,,100.0,,,135.0,,135.0,fosfomycin,FOSFOMYCIN,,,,,,,,FOSFOMYCIN,False,fosfomycin,unknown
86,combo_contig_fasta_out,fosA,FosA/FosA2 family fosfomycin resistance glutathione transferase,NCBI Reference Gene Database,db_v_1,WP_025205684.1,amrfinderplus,tool_v_1,95.04,NODE_82_length_126873_cov_64.260894,,,7087.0,7509.0,,,,,+,,100.0,,,141.0,,141.0,fosfomycin,FOSFOMYCIN,,,,,,,,FOSFOMYCIN,False,fosfomycin,unknown
87,combo_contig_fasta_out,fosB,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,NCBI Reference Gene Database,db_v_1,WP_000920239.1,amrfinderplus,tool_v_1,100.0,NODE_55_length_159027_cov_63.633967,,,25404.0,25820.0,,,,,-,,100.0,,,139.0,,139.0,fosfomycin,FOSFOMYCIN,,,,,,,,FOSFOMYCIN,False,fosfomycin,unknown
90,combo_contig_fasta_out,mcr-9.1,phosphoethanolamine--lipid A transferase MCR-9.1,NCBI Reference Gene Database,db_v_1,AYW01299.1,amrfinderplus,tool_v_1,100.0,NODE_816_length_2514_cov_62.668158,,,713.0,2329.0,,,,,-,,100.0,,,539.0,,539.0,colistin,COLISTIN,,,,,,,,COLISTIN,False,polypeptides,unknown
91,combo_contig_fasta_out,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,NCBI Reference Gene Database,db_v_1,WP_000721310.1,amrfinderplus,tool_v_1,100.0,NODE_496_length_15872_cov_63.250364,,,2522.0,4525.0,,,,,-,,100.0,,,668.0,,668.0,penam,METHICILLIN,,,,,,,penam,BETA-LACTAM,False,betalactam,true_positive
92,combo_contig_fasta_out,mecR1,beta-lactam sensor/signal transducer MecR1,NCBI Reference Gene Database,db_v_1,WP_000952923.1,amrfinderplus,tool_v_1,100.0,NODE_496_length_15872_cov_63.250364,,,4686.0,5600.0,,,,,+,,52.14,,,585.0,,305.0,betalactam,METHICILLIN,,,,,,,,BETA-LACTAM,False,betalactam,true_positive
94,combo_contig_fasta_out,merA,mercury(II) reductase,NCBI Reference Gene Database,db_v_1,ACU65296.1,amrfinderplus,tool_v_1,93.23,NODE_776_length_2963_cov_190.285763,,,135.0,1817.0,,,,,-,,100.0,,,561.0,,561.0,mercury,MERCURY,,,,,,,,MERCURY,False,mercury,unknown
95,combo_contig_fasta_out,merC,organomercurial transporter MerC,NCBI Reference Gene Database,db_v_1,AAC33908.1,amrfinderplus,tool_v_1,100.0,NODE_674_length_5065_cov_67.958882,,,4445.0,4864.0,,,,,-,,100.0,,,140.0,,140.0,mercury,ORGANOMERCURY,,,,,,,,MERCURY,False,mercury,unknown
96,combo_contig_fasta_out,merE,broad-spectrum mercury transporter MerE,NCBI Reference Gene Database,db_v_1,AAC38236.1,amrfinderplus,tool_v_1,96.15,NODE_1089_length_824_cov_126.518856,,,304.0,537.0,,,,,+,,100.0,,,78.0,,78.0,mercury,MERCURY,,,,,,,,MERCURY,False,mercury,unknown
97,combo_contig_fasta_out,merR,mercury resistance transcriptional regulator MerR,NCBI Reference Gene Database,db_v_1,CAA77320.1,amrfinderplus,tool_v_1,92.96,NODE_1177_length_594_cov_190.447124,,,104.0,529.0,,,,,+,,98.61,,,144.0,,142.0,mercury,MERCURY,,,,,,,,MERCURY,False,mercury,unknown
98,combo_contig_fasta_out,merT,mercuric transport protein MerT,NCBI Reference Gene Database,db_v_1,CAA70196.1,amrfinderplus,tool_v_1,98.26,NODE_776_length_2963_cov_190.285763,,,2603.0,2947.0,,,,,-,,99.14,,,116.0,,115.0,mercury,MERCURY,,,,,,,,MERCURY,False,mercury,unknown
102,combo_contig_fasta_out,mph(A),Mph(A) family macrolide 2'-phosphotransferase,NCBI Reference Gene Database,db_v_1,WP_000219391.1,amrfinderplus,tool_v_1,100.0,NODE_745_length_3348_cov_65.137868,,,122.0,1024.0,,,,,+,,100.0,,,301.0,,301.0,macrolide,MACROLIDE,,,,,,,,MACROLIDE,False,macrolide,true_positive
103,combo_contig_fasta_out,mph(C),Mph(C) family macrolide 2'-phosphotransferase,NCBI Reference Gene Database,db_v_1,WP_000196697.1,amrfinderplus,tool_v_1,100.0,NODE_506_length_14937_cov_66.210724,,,12004.0,12900.0,,,,,-,,100.0,,,299.0,,299.0,macrolide,MACROLIDE,,,,,,,,MACROLIDE,False,macrolide,true_positive
104,combo_contig_fasta_out,msr(A),ABC-F type ribosomal protection protein Msr(A),NCBI Reference Gene Database,db_v_1,WP_000438874.1,amrfinderplus,tool_v_1,100.0,NODE_506_length_14937_cov_66.210724,,,13002.0,14465.0,,,,,-,,100.0,,,488.0,,488.0,macrolide,MACROLIDE,,,,,,,,MACROLIDE,False,macrolide,true_positive
110,combo_contig_fasta_out,nreB,nickel resistance MFS transporter NreB,NCBI Reference Gene Database,db_v_1,ADY84088.1,amrfinderplus,tool_v_1,98.32,NODE_83_length_126163_cov_63.336585,,,123794.0,125041.0,,,,,-,,100.0,,,416.0,,416.0,nickel,NICKEL,,,,,,,,NICKEL,False,nickel,unknown
111,combo_contig_fasta_out,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,NCBI Reference Gene Database,db_v_1,WP_002914189.1,amrfinderplus,tool_v_1,100.0,NODE_174_length_70078_cov_65.770333,,,54030.0,55202.0,,,,,-,,100.0,,,391.0,,391.0,phenicolquinolone,PHENICOL/QUINOLONE,,,,,,,,PHENICOL/QUINOLONE,False,"phenicol,quinolone",unknown
112,combo_contig_fasta_out,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,NCBI Reference Gene Database,db_v_1,WP_002914189.1,amrfinderplus,tool_v_1,92.33,NODE_54_length_159585_cov_63.969072,,,91353.0,92525.0,,,,,+,,100.0,,,391.0,,391.0,phenicolquinolone,PHENICOL/QUINOLONE,,,,,,,,PHENICOL/QUINOLONE,False,"phenicol,quinolone",unknown
113,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_016947602.1,amrfinderplus,tool_v_1,99.81,NODE_174_length_70078_cov_65.770333,,,50854.0,54003.0,,,,,-,,100.0,,,1050.0,,1050.0,diaminopyrimidineantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,diaminopyrimidine,unknown
113,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_016947602.1,amrfinderplus,tool_v_1,99.81,NODE_174_length_70078_cov_65.770333,,,50854.0,54003.0,,,,,-,,100.0,,,1050.0,,1050.0,fluoroquinoloneantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,quinolone,true_positive
113,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_016947602.1,amrfinderplus,tool_v_1,99.81,NODE_174_length_70078_cov_65.770333,,,50854.0,54003.0,,,,,-,,100.0,,,1050.0,,1050.0,glycylcycline,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,tetracycline,true_positive
113,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_016947602.1,amrfinderplus,tool_v_1,99.81,NODE_174_length_70078_cov_65.770333,,,50854.0,54003.0,,,,,-,,100.0,,,1050.0,,1050.0,nitrofuranantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,nitrofuran,false_positive
113,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_016947602.1,amrfinderplus,tool_v_1,99.81,NODE_174_length_70078_cov_65.770333,,,50854.0,54003.0,,,,,-,,100.0,,,1050.0,,1050.0,tetracyclineantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,tetracycline,true_positive
114,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_012967412.1,amrfinderplus,tool_v_1,96.95,NODE_54_length_159585_cov_63.969072,,,92553.0,95702.0,,,,,+,,100.0,,,1050.0,,1050.0,diaminopyrimidineantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,diaminopyrimidine,unknown
114,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_012967412.1,amrfinderplus,tool_v_1,96.95,NODE_54_length_159585_cov_63.969072,,,92553.0,95702.0,,,,,+,,100.0,,,1050.0,,1050.0,fluoroquinoloneantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,quinolone,true_positive
114,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_012967412.1,amrfinderplus,tool_v_1,96.95,NODE_54_length_159585_cov_63.969072,,,92553.0,95702.0,,,,,+,,100.0,,,1050.0,,1050.0,glycylcycline,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,tetracycline,true_positive
114,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_012967412.1,amrfinderplus,tool_v_1,96.95,NODE_54_length_159585_cov_63.969072,,,92553.0,95702.0,,,,,+,,100.0,,,1050.0,,1050.0,nitrofuranantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,nitrofuran,false_positive
114,combo_contig_fasta_out,oqxB,multidrug efflux RND transporter permease subunit OqxB,NCBI Reference Gene Database,db_v_1,WP_012967412.1,amrfinderplus,tool_v_1,96.95,NODE_54_length_159585_cov_63.969072,,,92553.0,95702.0,,,,,+,,100.0,,,1050.0,,1050.0,tetracyclineantibiotic,PHENICOL/QUINOLONE,,,,,,,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,PHENICOL/QUINOLONE,False,tetracycline,true_positive
115,combo_contig_fasta_out,pcoA,multicopper oxidase PcoA,NCBI Reference Gene Database,db_v_1,CAA58525.1,amrfinderplus,tool_v_1,94.38,NODE_169_length_72073_cov_63.274237,,,63601.0,65415.0,,,,,+,,100.0,,,605.0,,605.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
116,combo_contig_fasta_out,pcoA,multicopper oxidase PcoA,NCBI Reference Gene Database,db_v_1,CAA58525.1,amrfinderplus,tool_v_1,100.0,NODE_659_length_5441_cov_185.506313,,,700.0,2514.0,,,,,-,,100.0,,,605.0,,605.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
117,combo_contig_fasta_out,pcoB,copper-binding protein PcoB,NCBI Reference Gene Database,db_v_1,CAA58526.1,amrfinderplus,tool_v_1,100.0,NODE_659_length_5441_cov_185.506313,,,2.0,691.0,,,,,-,,77.7,,,296.0,,230.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
118,combo_contig_fasta_out,pcoC,copper resistance system metallochaperone PcoC,NCBI Reference Gene Database,db_v_1,CAA58527.1,amrfinderplus,tool_v_1,100.0,NODE_1062_length_930_cov_188.852571,,,305.0,682.0,,,,,-,,100.0,,,126.0,,126.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
119,combo_contig_fasta_out,pcoE,copper resistance system metallochaperone PcoE,NCBI Reference Gene Database,db_v_1,CAA58532.1,amrfinderplus,tool_v_1,92.36,NODE_63_length_149138_cov_66.462192,,,148517.0,148948.0,,,,,-,,100.0,,,144.0,,144.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
120,combo_contig_fasta_out,pcoR,copper response regulator transcription factor PcoR,NCBI Reference Gene Database,db_v_1,CAA58529.1,amrfinderplus,tool_v_1,100.0,NODE_1060_length_940_cov_190.094915,,,3.0,497.0,,,,,-,,73.01,,,226.0,,165.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
121,combo_contig_fasta_out,pcoR,copper response regulator transcription factor PcoR,NCBI Reference Gene Database,db_v_1,CAA58529.1,amrfinderplus,tool_v_1,94.25,NODE_169_length_72073_cov_63.274237,,,67719.0,68396.0,,,,,+,,100.0,,,226.0,,226.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
122,combo_contig_fasta_out,pcoS,copper resistance membrane spanning protein PcoS,NCBI Reference Gene Database,db_v_1,CAA58530.1,amrfinderplus,tool_v_1,99.5,NODE_998_length_1214_cov_248.413287,,,3.0,1214.0,,,,,-,,86.7,,,466.0,,404.0,copper,COPPER,,,,,,,,COPPER,False,copper,unknown
123,combo_contig_fasta_out,qacE,quaternary ammonium compound efflux SMR transporter QacE,NCBI Reference Gene Database,db_v_1,WP_000679427.1,amrfinderplus,tool_v_1,100.0,NODE_1031_length_1062_cov_376.058590,,,861.0,1061.0,,,,,-,,58.26,,,115.0,,67.0,quaternaryammonium,QUATERNARY AMMONIUM,,,,,,,,QUATERNARY AMMONIUM,False,benzalkonium chlorides,unknown
124,combo_contig_fasta_out,qacE,quaternary ammonium compound efflux SMR transporter QacE,NCBI Reference Gene Database,db_v_1,WP_000679427.1,amrfinderplus,tool_v_1,100.0,NODE_1362_length_309_cov_327.566929,,,1.0,198.0,,,,,-,,57.39,,,115.0,,66.0,quaternaryammonium,QUATERNARY AMMONIUM,,,,,,,,QUATERNARY AMMONIUM,False,benzalkonium chlorides,unknown
125,combo_contig_fasta_out,qnrB2,quinolone resistance pentapeptide repeat protein QnrB2,NCBI Reference Gene Database,db_v_1,WP_012695489.1,amrfinderplus,tool_v_1,100.0,NODE_803_length_2615_cov_137.732031,,,348.0,989.0,,,,,+,,100.0,,,214.0,,214.0,quinolone,QUINOLONE,,,,,,,,QUINOLONE,False,quinolone,true_positive
126,combo_contig_fasta_out,qnrS1,quinolone resistance pentapeptide repeat protein QnrS1,NCBI Reference Gene Database,db_v_1,WP_001516695.1,amrfinderplus,tool_v_1,100.0,NODE_820_length_2478_cov_122.500619,,,752.0,1405.0,,,,,-,,100.0,,,218.0,,218.0,quinolone,QUINOLONE,,,,,,,,QUINOLONE,False,quinolone,true_positive
127,combo_contig_fasta_out,sat4,streptothricin N-acetyltransferase Sat4,NCBI Reference Gene Database,db_v_1,WP_000627290.1,amrfinderplus,tool_v_1,97.78,NODE_758_length_3197_cov_63.627307,,,769.0,1296.0,,,,,+,,100.0,,,180.0,,176.0,streptothricin,STREPTOTHRICIN,,,,,,,,STREPTOTHRICIN,False,streptothricin,unknown
131,combo_contig_fasta_out,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,NCBI Reference Gene Database,db_v_1,AAD11749.1,amrfinderplus,tool_v_1,97.14,NODE_169_length_72073_cov_63.274237,,,55392.0,58535.0,,,,,+,,100.0,,,1048.0,,1048.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
132,combo_contig_fasta_out,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,NCBI Reference Gene Database,db_v_1,AAD11749.1,amrfinderplus,tool_v_1,98.83,NODE_810_length_2571_cov_107.658585,,,3.0,2570.0,,,,,+,,81.68,,,1048.0,,856.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
133,combo_contig_fasta_out,silB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,NCBI Reference Gene Database,db_v_1,AAD11748.1,amrfinderplus,tool_v_1,97.74,NODE_877_length_2004_cov_145.194459,,,1206.0,2003.0,,,,,+,,61.86,,,430.0,,266.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
134,combo_contig_fasta_out,silB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,NCBI Reference Gene Database,db_v_1,AAD11748.1,amrfinderplus,tool_v_1,96.24,NODE_878_length_1995_cov_134.332990,,,2.0,799.0,,,,,-,,61.86,,,430.0,,266.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
135,combo_contig_fasta_out,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,NCBI Reference Gene Database,db_v_1,AAD11746.1,amrfinderplus,tool_v_1,99.57,NODE_877_length_2004_cov_145.194459,,,3.0,698.0,,,,,+,,50.33,,,461.0,,232.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
136,combo_contig_fasta_out,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,NCBI Reference Gene Database,db_v_1,SPD96884.1,amrfinderplus,tool_v_1,100.0,NODE_878_length_1995_cov_134.332990,,,1298.0,1993.0,,,,,-,,50.33,,,461.0,,232.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
137,combo_contig_fasta_out,silE,silver-binding protein SilE,NCBI Reference Gene Database,db_v_1,AAD11743.1,amrfinderplus,tool_v_1,97.06,NODE_703_length_4380_cov_71.568555,,,4075.0,4380.0,,,,,-,,71.33,,,143.0,,102.0,silver,SILVER,,,,,,,,SILVER,False,silver,unknown
138,combo_contig_fasta_out,silE,silver-binding protein SilE,NCBI Reference Gene Database,db_v_1,AAD11743.1,amrfinderplus,tool_v_1,99.3,NODE_866_length_2162_cov_82.276697,,,205.0,633.0,,,,,+,,100.0,,,143.0,,143.0,silver,SILVER,,,,,,,,SILVER,False,silver,unknown
139,combo_contig_fasta_out,silE,silver-binding protein SilE,NCBI Reference Gene Database,db_v_1,AAD11743.1,amrfinderplus,tool_v_1,90.2,NODE_957_length_1431_cov_67.070494,,,1126.0,1431.0,,,,,-,,71.33,,,143.0,,102.0,silver,SILVER,,,,,,,,SILVER,False,silver,unknown
140,combo_contig_fasta_out,silF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,NCBI Reference Gene Database,db_v_1,KGL71342.1,amrfinderplus,tool_v_1,96.67,NODE_877_length_2004_cov_145.194459,,,730.0,1089.0,,,,,+,,100.0,,,117.0,,120.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
141,combo_contig_fasta_out,silF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,NCBI Reference Gene Database,db_v_1,KGL71342.1,amrfinderplus,tool_v_1,97.44,NODE_878_length_1995_cov_134.332990,,,916.0,1266.0,,,,,-,,100.0,,,117.0,,117.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
142,combo_contig_fasta_out,silP,Ag(+)-translocating P-type ATPase SilP,NCBI Reference Gene Database,db_v_1,AAD11750.1,amrfinderplus,tool_v_1,86.39,NODE_169_length_72073_cov_63.274237,,,59157.0,61622.0,,,,,+,,99.88,,,824.0,,822.0,silver,SILVER,,,,,,,,SILVER,False,silver,unknown
143,combo_contig_fasta_out,silR,copper/silver response regulator transcription factor SilR,NCBI Reference Gene Database,db_v_1,SPD96883.1,amrfinderplus,tool_v_1,94.69,NODE_169_length_72073_cov_63.274237,,,51363.0,52040.0,,,,,-,,100.0,,,226.0,,226.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
144,combo_contig_fasta_out,silR,copper/silver response regulator transcription factor SilR,NCBI Reference Gene Database,db_v_1,SPD96883.1,amrfinderplus,tool_v_1,97.79,NODE_835_length_2366_cov_191.230636,,,117.0,794.0,,,,,+,,100.0,,,226.0,,226.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
145,combo_contig_fasta_out,silS,copper/silver sensor histidine kinase SilS,NCBI Reference Gene Database,db_v_1,SPD96882.1,amrfinderplus,tool_v_1,98.98,NODE_835_length_2366_cov_191.230636,,,790.0,2262.0,,,,,+,,100.0,,,491.0,,491.0,coppersilver,COPPER/SILVER,,,,,,,,COPPER/SILVER,False,"copper,silver",unknown
150,combo_contig_fasta_out,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,NCBI Reference Gene Database,db_v_1,WP_000259031.1,amrfinderplus,tool_v_1,100.0,NODE_1031_length_1062_cov_376.058590,,,28.0,864.0,,,,,-,,100.0,,,279.0,,279.0,aminoglycosideantibiotic,SULFONAMIDE,,,,,,,aminoglycoside antibiotic,SULFONAMIDE,False,aminoglycoside,true_positive
151,combo_contig_fasta_out,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,NCBI Reference Gene Database,db_v_1,WP_001043260.1,amrfinderplus,tool_v_1,100.0,NODE_968_length_1384_cov_60.326561,,,87.0,899.0,,,,,-,,100.0,,,271.0,,271.0,sulfonamideantibiotic,SULFONAMIDE,,,,,,,sulfonamide antibiotic,SULFONAMIDE,False,sufonamides,unknown
152,combo_contig_fasta_out,terD,tellurium resistance membrane protein TerD,NCBI Reference Gene Database,db_v_1,AAA98292.1,amrfinderplus,tool_v_1,95.31,NODE_841_length_2343_cov_129.770979,,,1668.0,2243.0,,,,,+,,100.0,,,192.0,,192.0,tellurium,TELLURIUM,,,,,,,,TELLURIUM,False,tellurium,unknown
153,combo_contig_fasta_out,terW,tellurium resistance protein TerW,NCBI Reference Gene Database,db_v_1,AAC44736.1,amrfinderplus,tool_v_1,100.0,NODE_686_length_4777_cov_127.218551,,,49.0,513.0,,,,,-,,100.0,,,155.0,,155.0,tellurium,TELLURIUM,,,,,,,,TELLURIUM,False,tellurium,unknown
154,combo_contig_fasta_out,terZ,tellurium resistance-associated protein TerZ,NCBI Reference Gene Database,db_v_1,AAA86846.1,amrfinderplus,tool_v_1,99.48,NODE_742_length_3418_cov_125.840916,,,2020.0,2598.0,,,,,+,,100.0,,,193.0,,193.0,tellurium,TELLURIUM,,,,,,,,TELLURIUM,False,tellurium,unknown
155,combo_contig_fasta_out,tet(38),tetracycline efflux MFS transporter Tet(38),NCBI Reference Gene Database,db_v_1,WP_001100300.1,amrfinderplus,tool_v_1,100.0,NODE_367_length_30078_cov_63.113446,,,28570.0,29919.0,,,,,+,,100.0,,,450.0,,450.0,tetracyclineantibiotic,TETRACYCLINE,,,,,,,tetracycline antibiotic,TETRACYCLINE,False,tetracycline,true_positive
156,combo_contig_fasta_out,tet(41),tetracycline efflux MFS transporter Tet(41),NCBI Reference Gene Database,db_v_1,WP_063855881.1,amrfinderplus,tool_v_1,98.73,NODE_243_length_49668_cov_63.129502,,,11529.0,12707.0,,,,,-,,100.0,,,393.0,,393.0,tetracyclineantibiotic,TETRACYCLINE,,,,,,,tetracycline antibiotic,TETRACYCLINE,False,tetracycline,true_positive
157,combo_contig_fasta_out,tet(A),tetracycline efflux MFS transporter Tet(A),NCBI Reference Gene Database,db_v_1,WP_000804064.1,amrfinderplus,tool_v_1,100.0,NODE_712_length_4030_cov_63.121761,,,1743.0,2939.0,,,,,-,,100.0,,,399.0,,399.0,tetracyclineantibiotic,TETRACYCLINE,,,,,,,tetracycline antibiotic,TETRACYCLINE,False,tetracycline,true_positive
158,combo_contig_fasta_out,tet(B),tetracycline efflux MFS transporter Tet(B),NCBI Reference Gene Database,db_v_1,WP_001089068.1,amrfinderplus,tool_v_1,100.0,NODE_735_length_3579_cov_62.336266,,,856.0,2058.0,,,,,+,,100.0,,,401.0,,401.0,tetracyclineantibiotic,TETRACYCLINE,,,,,,,tetracycline antibiotic,TETRACYCLINE,False,tetracycline,true_positive
162,contigs,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,ncbi,db_v_1,NG_047251.1,abricate,tool_v_1,100.0,NODE_971_length_1351_cov_62.547068,,,91.0,951.0,,,,,+,,100.0,,,,,,gentamicin,,,,,,,,,GENTAMICIN,False,aminoglycoside,true_positive
